,collocation,lemma,rel type,deprel type,count,word 1 count,word 2 count,lemma count,lemma 1 count,lemma 2 count,dice,log-likelihood,translation,tsne_1,tsne_2,origin,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,cluster_agglo
682,бесплатная доставка,бесплатный доставка,adj-noun,amod-root,6,21,77,8.0,117.0,194.0,0.0514469453376205,62.75136657804251,Free delivery,15.51086,18.082977,ru,,,,93.0
683,верховной рады,верховный рад,adj-propn,amod-nmod,5,6,27,2.0,15.0,32.0,0.0851063829787234,25.725541627034545,Verkhovna Rada,27.622578,-40.766174,ru,,,,59.0
684,хабаровского края,хабаровский край,propn-noun,amod-nmod,4,5,53,6.0,12.0,102.0,0.1052631578947368,81.94464450143278,Khabarovsk Territory,43.28052,-44.877613,ru,,,,99.0
685,александр лукашенко,александр лукашенко,propn-propn,appos-flat:name,6,61,7,6.0,101.0,7.0,0.1111111111111111,92.95778395980597,Alexander Lukashenko,-8.657238,-13.866641,ru,,,,1.0
686,окружающей среды,окружать среда,verb-noun,amod-nmod,13,19,27,19.0,41.0,92.0,0.2857142857142857,262.5570495482534,environment,30.572527,-0.012894613,ru,,,,55.0
687,публичной офертой,публичный оферта,adj-noun,amod-obl,3,7,3,3.0,27.0,3.0,0.2,57.429731637239456,public offer,11.422694,-7.2860837,ru,,,,63.0
688,внеочередное заседание,внеочередной заседание,adj-noun,amod-obj,3,3,10,3.0,4.0,46.0,0.12,49.588093999773264,Extraordinary meeting,13.407558,-33.401787,ru,,,,35.0
689,заседание парламента,заседание парламент,noun-noun,obj-nmod,3,10,16,3.0,46.0,36.0,0.073170731707317,33.442109333351254,Parliament meeting,13.440186,-33.5628,ru,,,,35.0
690,ведущие специалисты,ведущий специалист,adj-noun,amod-nsubj,4,12,62,8.0,59.0,179.0,0.0672268907563025,75.53584153391421,Leading specialists,10.657947,-43.10906,ru,,,,80.0
691,тульской области,тульский область,propn-noun,amod-nmod,8,10,377,8.0,19.0,471.0,0.0326530612244898,80.77833474986255,Tula region,36.82624,-52.20498,ru,,,,94.0
692,официальной гарантией,официальный гарантия,adj-noun,amod-nmod,3,10,8,6.0,138.0,67.0,0.0585365853658536,54.4972738455981,official guarantee,10.97198,-7.6552587,ru,,,,63.0
693,ближнего света,ближний свет,adj-noun,amod-nmod,5,5,30,5.0,9.0,82.0,0.1098901098901098,71.97765798307955,Middle Sveta,-16.080418,-12.471163,ru,,,,1.0
694,внесении изменений,внесение изменение,noun-noun,nmod-nmod,6,9,29,10.0,25.0,143.0,0.119047619047619,124.01390228234231,amending changes,-1.253626,55.02798,ru,,,,38.0
695,городской думы,городской дума,adj-propn,amod-nmod,5,42,15,7.0,105.0,23.0,0.109375,86.3994217403233,City Duma,26.942846,-41.46601,ru,,,,59.0
696,риа новости,риа новость,propn-noun,nsubj-appos,24,31,382,24.0,31.0,438.0,0.1023454157782516,291.1565671619028,Ria News,-10.384412,-1.1429735,ru,,,,42.0
697,бытовая техника,бытовой техника,adj-noun,amod-nsubj,8,8,32,15.0,38.0,102.0,0.2142857142857142,196.89339489117265,household appliances,27.24884,3.1345253,ru,,,,105.0
698,образовательных учреждений,образовательный учреждение,adj-noun,amod-nmod,6,8,22,6.0,25.0,80.0,0.1142857142857142,74.04769296199083,educational institutions,28.993448,-20.813969,ru,,,,17.0
699,пластиковых окон,пластиковый окно,adj-noun,amod-nmod,4,6,23,10.0,33.0,106.0,0.1438848920863309,123.4270478207618,plastic windows,15.247113,4.298487,ru,,,,9.0
700,запорожской области,запорожский область,propn-noun,amod-obl,5,8,377,5.0,14.0,471.0,0.0206185567010309,48.37565470673144,Zaporizhzhya region,37.81155,-50.74666,ru,,,,94.0
701,текст песни,текст песня,noun-noun,obj-nmod,9,43,34,10.0,78.0,66.0,0.1388888888888889,114.27823324501514,lyrics,-28.145056,-2.8673534,ru,,,,84.0
702,нервную систему,нервный система,adj-noun,amod-obj,3,4,54,5.0,11.0,395.0,0.0246305418719211,53.22650501318276,Nervous system,7.3379245,-17.86036,ru,,,,37.0
703,аскорбиновая кислота,аскорбиновый кислота,adj-noun,amod-nsubj,3,3,13,6.0,6.0,36.0,0.2857142857142857,111.77510719932616,ascorbic acid,5.5865026,-0.61755854,ru,,,,92.0
704,полости рта,полость рот,noun-noun,nmod-nmod,3,9,7,5.0,16.0,20.0,0.2777777777777778,79.63555694743991,oral cavity,3.995603,-14.838524,ru,,,,37.0
705,алтайского края,алтайский край,propn-noun,amod-nmod,5,8,53,5.0,11.0,102.0,0.0884955752212389,66.94165915623307,Altai Territory,43.37216,-42.73758,ru,,,,99.0
706,южной кореи,южный корея,propn-propn,amod-nmod,4,27,6,11.0,54.0,15.0,0.3188405797101449,179.07008576765656,South Korea,-6.0770254,-25.104624,ru,,,,40.0
707,бухгалтерского учета,бухгалтерский учет,adj-noun,amod-nmod,5,6,26,7.0,14.0,96.0,0.1272727272727272,96.55375384539366,accounting,20.461153,-10.381204,ru,,,,2.0
708,бинарных опционов,бинарный опцион,adj-noun,amod-nmod,3,8,3,20.0,21.0,26.0,0.851063829787234,396.4274690393359,binary options,20.143038,-6.714886,ru,,,,2.0
709,букмекерских контор,букмекерский контора,adj-noun,amod-nmod,4,4,6,12.0,13.0,21.0,0.7058823529411765,236.06228440999985,Bookmakers,20.825178,-11.263992,ru,,,,2.0
710,неверная цена,неверный цена,adj-noun,amod-nsubj:pass,5,5,171,5.0,10.0,585.0,0.0168067226890756,50.57686918973923,The wrong price,-1.0632526,10.986513,ru,,,,118.0
711,заместитель начальника,заместитель начальник,noun-noun,nsubj-nmod,4,31,11,4.0,48.0,47.0,0.0842105263157894,44.501201786100864,Deputy Head,18.762733,-38.226917,ru,,,,16.0
712,официальном интернетмагазине,официальный интернетмагазина,adj-noun,amod-obl,3,22,90,3.0,138.0,95.0,0.0257510729613733,20.79260952025652,official online store,-3.835373,-39.53553,ru,,,,41.0
713,миссионерское письмо,миссионерский письмо,adj-noun,amod-obj,3,3,22,3.0,7.0,53.0,0.1,43.65007649175823,Missionary letter,9.358812,-9.121819,ru,,,,63.0
714,прямом эфире,прямой эфир,adj-noun,amod-obl,5,6,10,8.0,73.0,21.0,0.1702127659574468,109.31315346993506,live broadcast,0.29014796,-39.606228,ru,,,,73.0
715,регионального отделения,региональный отделение,adj-noun,amod-nmod,4,20,26,6.0,71.0,65.0,0.088235294117647,63.087591391056776,regional branch,21.158165,-33.627666,ru,,,,35.0
716,саратовской области,саратовский область,propn-noun,amod-nmod,9,11,377,12.0,20.0,471.0,0.0488798370672097,133.1244528181851,Saratov region,43.186996,-53.69494,ru,,,,94.0
717,азербайджанская сторона,азербайджанский сторона,adj-noun,amod-nsubj:pass,3,3,17,3.0,8.0,205.0,0.028169014084507,34.384909423068166,Azerbaijani side,41.13659,-40.90736,ru,,,,99.0
718,амурской области,амурский область,adj-noun,amod-nmod,4,4,377,4.0,9.0,471.0,0.0166666666666666,40.92044389806688,Amur region,42.473785,-47.499016,ru,,,,94.0
719,профессионального мастерства,профессиональный мастерство,adj-noun,amod-nmod,3,18,7,3.0,103.0,11.0,0.0526315789473684,36.25162171944976,professional skill,24.766153,-16.160875,ru,,,,115.0
720,регионального этапа,региональный этап,adj-noun,amod-nmod,3,20,23,4.0,71.0,89.0,0.05,36.000984547659755,regional stage,-17.881832,58.11182,ru,,,,60.0
721,муниципального образования,муниципальный образование,adj-noun,amod-nmod,5,16,55,9.0,41.0,122.0,0.1104294478527607,101.647387849167,municipality,29.95672,-46.355907,ru,,,,95.0
722,жесткого диска,жесткий диск,adj-noun,amod-nmod,3,4,12,10.0,36.0,49.0,0.2352941176470588,138.0185931660235,hard drive,10.660594,-11.20488,ru,,,,63.0
723,земельного участка,земельный участок,adj-noun,amod-nmod,6,6,19,14.0,23.0,91.0,0.2456140350877192,203.8561339303851,land plot,22.813667,-8.028209,ru,,,,2.0
724,натяжных потолков,натяжный потолок,adj-noun,amod-nmod,3,3,5,7.0,7.0,31.0,0.3684210526315789,132.97542388737202,stretch ceilings,11.8555,-20.32068,ru,,,,76.0
725,дошкольного работника,дошкольный работник,adj-noun,amod-nmod,3,12,12,3.0,23.0,85.0,0.0555555555555555,32.50678123347461,Preschool worker,15.40679,-15.075089,ru,,,,20.0
726,школьного автобуса,школьный автобус,adj-noun,amod-nmod,3,5,4,5.0,31.0,37.0,0.1470588235294117,65.3091181088239,school bus,15.653443,-14.02662,ru,,,,20.0
727,боевых действий,боевой действие,adj-noun,amod-nmod,7,8,32,9.0,28.0,164.0,0.09375,104.13184470497072,hostilities,-3.3974698,0.11681728,ru,,,,42.0
728,финансовой отчетности,финансовый отчетность,adj-noun,amod-nmod,3,12,6,8.0,79.0,17.0,0.1666666666666666,112.37858986482024,financial statements,19.460243,-8.6330385,ru,,,,2.0
729,программу поддержки,программа поддержка,noun-noun,obj-nmod,3,43,44,5.0,265.0,113.0,0.0264550264550264,31.593544609844685,Support program,-1.9538304,23.483013,ru,,,,119.0
730,домашний арест,домашний арест,adj-noun,amod-obl,8,16,13,8.0,71.0,24.0,0.1684210526315789,107.14272554405034,house arrest,10.253088,14.044272,ru,,,,9.0
731,внутренних дел,внутренний дело,adj-noun,amod-nmod,8,16,27,10.0,102.0,307.0,0.0488997555012225,76.70248383656144,internal affairs,36.671913,-12.334787,ru,,,,8.0
732,реальный отзыв,реальный отзыв,adj-noun,amod-obj,3,10,33,3.0,65.0,189.0,0.0236220472440944,21.20480185188353,Real review,9.603433,14.812767,ru,,,,6.0
733,гостевой дом,гостевой дом,adj-noun,amod-nsubj,5,7,104,11.0,14.0,386.0,0.055,136.5596571192145,guest House,11.475798,-23.940834,ru,,,,76.0
734,беспроводные наушники,беспроводный наушник,adj-noun,amod-obj,4,7,9,4.0,15.0,13.0,0.2857142857142857,65.94221910461783,Wireless headphones,15.899581,6.3109593,ru,,,,9.0
735,иностранных дел,иностранный дело,adj-noun,amod-nmod,4,16,27,6.0,44.0,307.0,0.0341880341880341,50.12403833121061,foreign affairs,36.63697,-12.075853,ru,,,,8.0
736,воинской славы,воинский слава,adj-noun,amod-nmod,4,5,11,4.0,6.0,20.0,0.3076923076923077,71.73332692496479,military glory,-11.529805,-17.778585,ru,,,,45.0
737,стиральной машины,стиральный машина,adj-noun,amod-nmod,3,5,47,8.0,10.0,164.0,0.0919540229885057,113.74800400435925,washing machine,4.8889756,-5.6475387,ru,,,,63.0
738,нижегородской области,нижегородский область,adj-noun,amod-nmod,5,7,377,8.0,17.0,471.0,0.0327868852459016,83.12904173508286,Nizhny Novgorod region,40.454353,-51.15686,ru,,,,94.0
739,административных правонарушениях,административный правонарушение,adj-noun,amod-nmod,5,8,6,9.0,35.0,13.0,0.375,153.07380636408925,administrative offenses,40.882515,4.5632157,ru,,,,49.0
740,дальнего востока,дальний восток,adj-propn,amod-nmod,4,6,6,10.0,19.0,28.0,0.425531914893617,167.35815006680787,Far East,-14.847232,-11.653835,ru,,,,1.0
741,выдачи ключей,выдача ключ,noun-noun,nmod-nmod,4,13,7,4.0,26.0,42.0,0.1176470588235294,50.6498486045748,key issues,18.119734,23.511286,ru,,,,93.0
742,щитовидной железы,щитовидный железа,adj-noun,amod-nmod,3,3,18,3.0,4.0,25.0,0.2068965517241379,53.42185439169407,thyroid gland,6.515438,-15.825147,ru,,,,37.0
743,ванной комнаты,ванная комната,adj-noun,amod-nmod,8,17,39,1.0,7.0,93.0,0.02,10.826434444636106,bathroom,12.68806,-23.790298,ru,,,,76.0
744,единой россии,единый россия,adj-propn,amod-nmod,4,11,428,11.0,56.0,559.0,0.0357723577235772,87.50515835732222,United Russia,42.0853,-27.351387,ru,,,,107.0
745,инвестиционной привлекательности,инвестиционный привлекательность,adj-noun,amod-nmod,3,8,5,5.0,41.0,8.0,0.2040816326530612,81.0132364500314,investment attractiveness,18.645731,-8.547883,ru,,,,2.0
746,кухонный гарнитур,кухонный гарнитура,adj-noun,amod-nsubj,5,7,6,5.0,25.0,11.0,0.2777777777777778,81.82515621557832,kitchen set,5.0002184,-8.937124,ru,,,,63.0
747,прав потребителей,право потребитель,noun-noun,nmod-nmod,3,47,18,3.0,213.0,40.0,0.0237154150197628,23.46478359773755,consumer rights,38.080887,0.89528763,ru,,,,111.0
748,действующий президент,действовать президент,verb-noun,amod-nsubj,3,8,68,4.0,96.0,146.0,0.0330578512396694,29.535583762452006,The current president,20.665752,-44.210407,ru,,,,16.0
749,сельского поселения,сельский поселение,adj-noun,amod-nmod,6,20,9,11.0,46.0,19.0,0.3384615384615385,174.590633880347,rural settlement,29.445993,-46.171406,ru,,,,95.0
750,номер телефона,номер телефон,noun-noun,obj-nmod,12,67,53,15.0,133.0,237.0,0.081081081081081,127.6529752779752,phone number,2.9214556,-27.316565,ru,,,,23.0
751,службы поддержки,служба поддержка,noun-noun,nmod-nmod,4,54,44,10.0,114.0,113.0,0.0881057268722467,94.84915004298092,Support services,22.787354,-20.959484,ru,,,,19.0
752,земного шара,земной шар,adj-noun,amod-nmod,3,3,3,4.0,16.0,11.0,0.2962962962962963,66.97255457751453,globe,10.287668,-16.975052,ru,,,,20.0
753,тверской области,тверской область,adj-noun,amod-obl,5,7,377,5.0,12.0,471.0,0.020703933747412,50.31910033896565,Tver region,41.369984,-50.38143,ru,,,,94.0
754,постоянного тока,постоянный ток,adj-noun,amod-nmod,5,14,18,6.0,66.0,24.0,0.1333333333333333,77.01736871898174,DC,13.257576,4.5177355,ru,,,,9.0
755,групп населения,группа население,noun-noun,nmod-nmod,4,18,48,4.0,214.0,60.0,0.0291970802919708,30.297927955165505,population groups,-33.613167,-7.5854974,ru,,,,22.0
756,дилерских автоцентров,дилерский автоцентр,adj-noun,amod-nmod,3,4,3,3.0,5.0,4.0,0.6666666666666666,65.03787792287767,dealer auto centers,18.149971,-16.412357,ru,,,,19.0
757,вениамин кондратьев,вениамин кондрат,propn-propn,appos-flat:name,6,7,7,0.0,7.0,0.0,0.0,-inf,Benjamin Kondratyev,4.8405075,-1.1435338,ru,,,,92.0
758,кухонные смесители,кухонный смеситель,adj-noun,amod-nsubj,3,6,7,3.0,25.0,26.0,0.1176470588235294,39.32656998187304,kitchen faucets,5.369099,-8.666977,ru,,,,63.0
759,лошадиные силы,лошадиный сила,adj-noun,amod-obj,3,3,32,9.0,9.0,138.0,0.1224489795918367,142.48445121198893,Horse powers,6.355031,-3.82923,ru,,,,92.0
